NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
MTG-A.ST;MTG A;360.0;63.2;133;67.6;152;50.6;162;60.5;149;1.71;0.2;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;11;3598;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3598&marketid=11
MTG-B.ST;MODERN TIMES GROUP MTG B;356.0;61.9;127;62.8;137;65.1;204;63.3;156;1.92;1.07;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-B.ST;11;3599;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3599&marketid=11
MTRS.ST;MUNTERS GROUP;50.1;45.5;81;45.8;82;45.8;82;45.7;81;-1.09;-0.19;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;11;137814;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137814&marketid=11
MULQ.ST;MULTIQ INTERNATIONAL;0.612;30.0;95;25.0;79;33.3;68;29.4;80;-0.43;-1.46;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;11;4359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4359&marketid=11
MULT.NGM;MULTIDOCKER CARGO HANDLING;0.564;50.0;75;52.9;80;52.9;80;51.9;78;-1.39;-1.41;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULT.NGM;N/A;N/A;N/A
MVIR-B.ST;MEDIVIR B;38.5;69.2;99;72.4;136;60.3;203;67.3;146;2.36;0.93;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MVIR-B.ST;11;1020;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1020&marketid=11
MYFC.ST;MYFC HOLDING;7.17;91.7;135;73.1;293;71.7;1660;78.8;696;10.41;3.06;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MYFC.ST;11;101187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101187&marketid=11
NAXS.ST;NAXS;51.2;78.6;103;51.5;92;49.1;87;59.7;94;0.17;-0.05;26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;11;40342;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40342&marketid=11
NCC-A.ST;NCC A;161.0;80.0;114;70.5;145;63.1;168;71.2;142;1.16;0.5;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-A.ST;11;837;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=837&marketid=11
NCC-B.ST;NCC B;161.6;55.6;103;52.8;118;54.7;147;54.4;122;0.91;0.27;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-B.ST;11;838;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=838&marketid=11
NDA-SEK.ST;NORDEA BANK;96.76;76.9;110;66.7;117;68.9;198;70.8;141;2.18;1.17;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDA-SEK.ST;11;220;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=220&marketid=11
NDX.ST;NORDAX GROUP;60.1;50.0;118;65.7;140;65.7;230;60.5;162;2.6;1.17;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDX.ST;11;110381;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110381&marketid=11
NEPA.ST;NEPA;74.0;71.4;149;61.3;227;57.4;316;63.4;230;3.54;0.92;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEPA.ST;11;121153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121153&marketid=11
NET-B.ST;NETENT;46.82;55.6;124;50.0;161;58.9;286;54.8;190;1.94;1.55;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;N/A;N/A;N/A
NETI-B.ST;NET INSIGHT B;4.95;58.8;134;57.5;149;53.2;204;56.5;162;2.79;0.19;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST;11;3871;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3871&marketid=11
NEWA-B.ST;NEW WAVE GROUP B;56.4;72.2;110;59.1;99;58.3;163;63.2;124;2.02;0.45;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEWA-B.ST;11;920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=920&marketid=11
NEXAM.ST;NEXAM CHEMICAL HOLDING;10.25;62.5;233;53.3;212;53.6;328;56.5;257;3.56;-0.28;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST;11;93656;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93656&marketid=11
NGQ.ST;NGEX RESOURCES;8.02;52.4;110;56.4;137;54.4;193;54.4;146;2.87;0.87;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGQ.ST;11;101618;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101618&marketid=11
NGS.ST;NGS GROUP;43.4;50.0;99;47.1;111;50.0;130;49.0;113;1.21;0.27;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGS.ST;11;122588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122588&marketid=11
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;12.9;50.0;103;37.5;101;35.3;100;40.9;101;0.49;-0.16;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NHCBHFFS.ST;N/A;N/A;N/A
NIBE-B.ST;NIBE INDUSTRIER B;78.1;62.5;112;61.8;146;57.6;189;60.6;149;2.19;0.91;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;11;921;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=921&marketid=11
NICKE.NGM;NICKEL MOUNTAIN RESOURCES;0.22;52.2;127;53.8;159;53.8;159;53.3;148;0.67;-0.48;19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICKE.NGM;N/A;N/A;N/A
NICO.ST;NICOCCINO HOLD;11.2;42.1;432;50.0;405;51.7;394;47.9;410;12.78;-1.31;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;11;101773;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101773&marketid=11
NIL-B.ST;NILORNGRUPPEN;83.5;60.9;93;54.8;90;57.0;167;57.6;116;1.86;0.29;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIL-B.ST;11;110376;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110376&marketid=11
NMAN.ST;NEDERMAN HOLDING;243.0;55.6;108;66.7;130;61.5;191;61.3;143;1.97;0.62;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NMAN.ST;11;40347;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40347&marketid=11
NOBI.ST;NOBIA;73.9;76.2;125;65.1;140;69.4;214;70.2;159;1.71;1.19;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBI.ST;11;19095;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19095&marketid=11
NOBINA.ST;NOBINA;54.65;50.0;125;51.3;151;54.3;238;51.9;171;2.35;0.59;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBINA.ST;11;110535;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110535&marketid=11
NOKIA-SEK.ST;NOKIA;47.75;60.0;125;50.0;129;51.1;174;53.7;142;1.44;-0.26;44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOKIA-SEK.ST;N/A;N/A;N/A
NOLA-B.ST;NOLATO B;610.0;52.4;159;55.0;214;65.2;333;57.5;235;4.21;2.15;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOLA-B.ST;11;923;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=923&marketid=11
NOMI.ST;NORDIC MINES;;;;;;;;;;;;;;N/A;N/A;N/A
NOTE.ST;NOTE;27.4;58.8;126;58.1;192;55.4;264;57.4;194;3.58;1.47;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;11;25319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=25319&marketid=11
NP3.ST;NP3 FASTIGHETER;60.2;46.7;110;61.3;120;54.0;153;54.0;127;1.7;0.61;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NP3.ST;11;104592;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104592&marketid=11
NTEK-B.ST;NOVOTEK B;28.0;55.6;112;52.8;148;41.0;124;49.8;128;1.31;-0.56;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTEK-B.ST;11;4000;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4000&marketid=11
NTGRP.NGM;NET TRADING GROUP NTG;5.16;53.8;147;47.1;142;47.1;142;49.3;143;5.5;-0.57;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;N/A;N/A;N/A
NUE.ST;NUEVOLUTION;17.58;61.5;154;46.2;141;52.6;305;53.4;200;4.48;-0.16;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;11;116423;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116423&marketid=11
NVP.ST;NEUROVIVE PHARMACEUTICAL;2.8;72.2;148;72.4;196;65.7;836;70.1;393;4.73;2.38;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NVP.ST;11;58531;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58531&marketid=11
NWG.ST;NORDIC WATERPROOFING HOLDING;76.2;42.9;106;48.7;111;47.6;109;46.4;108;0.33;-0.69;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NWG.ST;11;123243;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123243&marketid=11
NXTMS.ST;NEXSTIM;2.096;50.0;100;60.0;163;67.3;1825;59.1;696;7.61;5.31;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NXTMS.ST;11;103571;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103571&marketid=11
OASM.ST;OASMIA PHARMACEUTICAL;3.855;52.6;159;48.6;225;55.1;503;52.1;295;2.84;-0.75;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OASM.ST;11;76461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76461&marketid=11
OBAB.ST;ONLINE BRANDS NORDIC;0.353;75.0;106;50.0;87;50.0;191;58.3;128;2.88;0.68;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBAB.ST;11;40016;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40016&marketid=11
OBDU-B.NGM;OBDUCAT B;0.9;70.6;114;56.2;128;53.1;211;60.0;151;0.23;-1.52;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-B.NGM;13;J;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=J&marketid=13
OBDU-PREF-B.NGM;OBDUCAT PRF;0.9;50.0;64;42.9;71;42.9;71;45.3;68;-2.76;-1.53;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-PREF-B.NGM;13;3KNF;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3KNF&marketid=13
ODD.ST;ODD MOLLY INTERNATIONAL;18.0;55.0;101;57.9;132;54.9;169;55.9;134;0.86;-0.45;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ODD.ST;11;40936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40936&marketid=11
OEM-B.ST;OEM INTERNATIONAL B;171.5;75.0;111;64.7;133;58.3;170;66.0;138;2.05;0.9;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OEM-B.ST;11;927;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=927&marketid=11
OLDM.ST;OLD MUTUAL;;;;;;;;;;;;;;11;33014;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33014&marketid=11
ONCO.ST;ONCOPEPTIDES;86.0;66.7;148;58.6;239;58.6;239;61.3;208;7.64;2.85;14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ONCO.ST;11;133615;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133615&marketid=11
OP.ST;OSCAR PROPERTIES;31.3;55.6;140;52.8;124;52.5;225;53.6;163;1.56;-0.55;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;N/A;N/A;N/A
OP-PREF.ST;OSCAR PROPERTIES PRF;211.0;53.3;141;42.9;144;37.7;137;44.6;140;0.95;-0.19;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;11;109238;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=109238&marketid=11
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;483.0;22.7;92;26.7;92;21.7;86;23.7;90;-0.21;-0.4;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;11;121882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121882&marketid=11
OPUS.ST;OPUS GROUP;6.06;70.0;110;50.0;109;50.0;249;56.7;156;2.92;0.0;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;11;35920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35920&marketid=11
ORES.ST;INVESTMENT OERESUND;139.2;68.4;115;62.9;124;62.0;200;64.4;146;2.39;0.71;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORES.ST;11;863;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=863&marketid=11
ORGC.ST;ORGANOCLICK;6.2;42.1;91;54.1;94;52.1;126;49.4;103;1.15;0.0;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORGC.ST;11;106253;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106253&marketid=11
ORIF.ST;ORIFLAME HOLDING;400.0;50.0;135;54.8;161;56.6;484;53.8;260;4.5;1.38;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORIF.ST;N/A;N/A;N/A
ORTI-A.ST;ORTIVUS A;6.41;54.5;169;66.7;3731;66.7;3731;62.6;2543;61.59;-0.89;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-A.ST;11;1031;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1031&marketid=11
ORTI-B.ST;ORTIVUS B;2.2;57.1;133;61.8;201;58.0;378;59.0;237;3.19;0.87;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-B.ST;11;1032;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1032&marketid=11
ORX.ST;OREXO;40.2;87.5;202;67.6;251;66.7;453;73.9;302;4.16;1.68;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORX.ST;11;31885;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31885&marketid=11
PACT.ST;PROACT IT GROUP;157.4;62.5;148;54.8;168;56.9;256;58.1;190;2.43;1.05;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PACT.ST;11;4003;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4003&marketid=11
PALS-B.ST;PALLAS GROUP;0.5;62.5;129;66.7;158;66.7;158;65.3;148;4.77;3.52;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;11;76786;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76786&marketid=11
PCAT.ST;PHOTOCAT;;;;;;;;;;;;;;11;115935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115935&marketid=11
PCELL.ST;POWERCELL SWEDEN;25.66;69.2;135;73.3;388;62.7;706;68.4;409;4.43;1.75;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PCELL.ST;11;105121;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105121&marketid=11
PDX.ST;PARADOX INTERACTIVE;138.4;68.4;167;62.9;185;57.9;198;63.1;183;3.18;2.8;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PDX.ST;11;123234;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123234&marketid=11
PEAB-B.ST;PEAB B;74.25;76.5;147;63.6;180;59.4;203;66.5;176;1.87;0.31;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;11;928;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=928&marketid=11
PEGRO-PREF.ST;PEGROCO INVEST PRF;120.5;26.3;86;29.0;91;32.3;86;29.2;87;0.19;-0.29;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEGRO-PREF.ST;11;110545;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110545&marketid=11
PFE.ST;PFIZER;299.0;50.0;99;57.9;102;67.2;173;58.4;124;1.95;0.94;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PFE.ST;17;PFE;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=PFE&marketid=17
PIEZO.ST;PIEZOMOTOR UPPSALA;42.1;78.6;363;71.9;529;65.2;654;71.9;515;9.83;2.85;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PIEZO.ST;11;123299;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123299&marketid=11
PLAZ-B.ST;PLATZER FASTIGHETER;51.1;57.9;123;45.7;126;49.3;180;51.0;143;1.7;0.16;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLAZ-B.ST;11;98395;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98395&marketid=11
PLED.ST;PLED PHARMA;13.15;58.8;109;63.2;116;50.7;138;57.6;121;0.47;-0.48;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLED.ST;11;81313;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81313&marketid=11
PNDX-B.ST;PANDOX;153.8;78.6;127;78.1;136;67.6;156;74.8;139;1.62;0.75;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;11;110533;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110533&marketid=11
PNVA.NGM;PAYNOVA;0.419;47.1;88;55.6;121;54.1;160;52.3;123;1.83;-0.67;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNVA.NGM;N/A;N/A;N/A
POLY.ST;POLYPLANK;0.1475;57.1;106;66.7;115;62.2;354;62.0;191;4.44;-1.67;22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLY.ST;N/A;N/A;N/A
POLYG.ST;POLYGIENE;10.5;55.0;98;41.0;84;45.9;111;47.3;97;1.0;-0.39;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;11;119989;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119989&marketid=11
POOL-B.ST;POOLIA B;13.15;42.1;83;31.7;69;38.7;77;37.5;76;-0.16;-0.88;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;11;3974;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3974&marketid=11
PRCO-B.ST;PRECIO FISHBONE B;19.6;50.0;102;56.7;102;58.6;115;55.1;106;0.79;1.17;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRCO-B.ST;11;62455;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=62455&marketid=11
PREC.ST;PRECISE BIOMETRICS;1.44;41.2;80;52.0;127;54.0;744;49.1;317;7.25;-1.3;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREC.ST;11;10751;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=10751&marketid=11
PREV-B.ST;PREVAS B;17.4;50.0;123;33.3;104;40.0;127;41.1;118;1.18;-1.08;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;11;1039;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1039&marketid=11
PRIC-B.ST;PRICER B;8.54;64.7;107;60.6;106;60.6;170;62.0;127;1.95;0.82;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIC-B.ST;11;1040;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1040&marketid=11
PRIME.ST;PRIME LIVING;69.8;88.9;114;66.7;140;64.4;286;73.3;180;5.14;1.96;22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIME.ST;11;110385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110385&marketid=11
PRLD.NGM;PROLIGHT DIAGNOSTICS;5.3;69.2;1156;66.7;1679;66.7;1679;67.5;1504;45.76;11.76;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRLD.NGM;N/A;N/A;N/A
PROB.ST;PROBI AB;413.2;73.3;153;72.2;203;69.7;985;71.7;447;7.54;5.49;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROB.ST;11;27701;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27701&marketid=11
PROF-B.ST;PROFILGRUPPEN B;116.2;57.9;121;56.1;124;55.7;276;56.6;173;4.24;1.03;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROF-B.ST;11;929;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=929&marketid=11
PXXS-SDB.ST;PEARL EXPLORATION AND PROD GDR;6.9;69.2;127;54.3;176;49.2;513;57.6;272;5.26;0.0;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PXXS-SDB.ST;11;41187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41187&marketid=11
QLRO.ST;QLIRO GROUP;13.26;40.0;93;50.0;115;55.4;221;48.5;143;2.58;1.08;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QLRO.ST;11;79303;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79303&marketid=11
QUART-PREF.ST;QUARTIERS PROPERTIES PRF;10.0;22.2;97;22.2;96;30.4;97;24.9;96;0.14;-0.4;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QUART-PREF.ST;11;139716;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139716&marketid=11
RATO-A.ST;RATOS A;42.0;75.0;129;63.9;141;64.8;244;67.9;171;1.85;0.17;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-A.ST;11;1044;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1044&marketid=11
RATO-B.ST;RATOS B;33.14;66.7;110;64.7;118;60.0;151;63.8;126;1.29;0.61;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-B.ST;11;1045;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1045&marketid=11
RAY-B.ST;RAYSEARCH LABORATORIES B;146.5;83.3;169;71.9;204;65.2;503;73.5;292;5.52;3.27;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RAY-B.ST;11;1063;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1063&marketid=11
RECI-B.ST;RECIPHARM AB;93.8;65.0;119;57.9;144;62.9;235;61.9;166;1.66;1.02;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RECI-B.ST;11;100208;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100208&marketid=11
REJL-B.ST;REJLERS B;51.6;52.4;106;57.1;148;55.6;207;55.0;153;2.0;-0.31;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REJL-B.ST;11;37758;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37758&marketid=11
RENT.NGM;RENTUNDER HOLDING;4.15;76.5;150;77.3;157;77.3;157;77.0;154;2.73;1.34;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RENT.NGM;N/A;N/A;N/A
RESURS.ST;RESURS HOLDING;58.25;41.2;92;61.3;116;69.8;174;57.4;127;2.32;1.04;26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RESURS.ST;11;121360;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121360&marketid=11
REZT.ST;REZIDOR HOTEL GROUP;22.7;63.2;119;52.6;112;61.7;143;59.2;124;0.89;0.08;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REZT.ST;11;37352;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37352&marketid=11
RISEN.NGM;RIPASSO ENERGY;8.1;72.2;521;70.3;420;67.5;376;70.0;439;11.95;0.44;20;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RISEN.NGM;N/A;N/A;N/A
RLS.ST;RUBICON LIFE SCIENCE;7.08;71.4;196;59.3;199;56.1;358;62.3;251;4.69;0.21;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RLS.ST;11;87701;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=87701&marketid=11
RNBS.ST;RETAIL AND BRANDS;8.64;47.6;96;43.9;87;50.7;149;47.4;110;0.99;-0.39;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RNBS.ST;11;13467;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13467&marketid=11
RROS.ST;ROTTNEROS;7.43;75.0;122;51.5;133;50.8;150;59.1;135;1.39;0.0;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RROS.ST;11;930;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=930&marketid=11
