NAMESHORT_SB;NAME_SB;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
KOPY.ST;KOPY GOLDFIELDS;58.8;94;45.9;97;53.6;229;52.8;140;2.37;-1.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOPY.ST;11;77457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77457&marketid=11
LAGR-B.ST;LAGERCRANTZ GROUP B;63.2;125;70.3;172;62.3;222;65.3;173;2.01;1.61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAGR-B.ST;N/A;N/A;N/A
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;85.7;112;63.9;112;55.0;170;68.2;131;1.88;0.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;N/A;N/A;N/A
LATO-B.ST;LATOUR INVESTMENT B;61.9;107;53.8;126;57.5;170;57.7;134;1.82;0.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LATO-B.ST;N/A;N/A;N/A
LAUR.ST;LAURITZ.COM;66.7;206;61.8;373;62.0;480;63.5;353;2.78;-0.73;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAUR.ST;11;123678;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123678&marketid=11
LEO.ST;LEOVEGAS;77.8;159;67.5;283;50.7;283;65.3;241;3.01;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEO.ST;11;120184;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120184&marketid=11
LEX.ST;LEXINGTON COMPANY;60.9;141;58.8;181;56.1;274;58.6;198;2.82;-0.49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEX.ST;11;106153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106153&marketid=11
LIAB.ST;LINDAB INTERNATIONAL;77.8;118;61.0;140;62.2;189;67.0;149;1.8;0.99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIAB.ST;11;37400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37400&marketid=11
LIDDS.ST;LIDDS;64.7;189;63.3;302;51.6;264;59.9;251;4.4;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIDDS.ST;11;101904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101904&marketid=11
LIFCO-B.ST;LIFCO B;81.0;145;76.9;187;72.2;289;76.7;207;3.03;2.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFCO-B.ST;N/A;N/A;N/A
LIFE B;LIFEASSAYS B;;;;;;;;;;;;N/A;N/A;N/A
LLSW-B.ST;LIGHTLAB SWE B;55.0;143;55.9;171;48.6;124;53.2;146;-0.45;-1.72;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LLSW-B.ST;N/A;N/A;N/A
LOOM-B.ST;LOOMIS B;66.7;143;64.7;163;70.6;305;67.3;203;3.16;1.88;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LOOM-B.ST;N/A;N/A;N/A
LUC.ST;LUCARA DIAMOND;60.9;138;58.1;165;65.3;280;61.4;194;2.3;1.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUC.ST;11;85525;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85525&marketid=11
LUG.ST;LUNDIN GOLD;53.8;108;56.5;128;64.6;207;58.3;147;2.55;1.93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUG.ST;11;105183;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105183&marketid=11
LUMI.ST;LUNDIN MINING;52.2;163;54.5;187;54.5;187;53.7;179;3.59;0.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUMI.ST;11;27709;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27709&marketid=11
LUND-B.ST;LUNDBERGFORETAGEN B;68.4;102;72.7;125;70.5;184;70.5;137;2.44;1.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUND-B.ST;N/A;N/A;N/A
LUPE.ST;LUNDIN PETROLEUM;66.7;127;60.0;117;58.3;174;61.7;139;1.95;0.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUPE.ST;11;22335;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=22335&marketid=11
MACK-B.ST;MACKMYRA SVENSK WHISKEY B;63.2;132;57.6;229;46.3;202;55.7;187;3.08;0.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MACK-B.ST;N/A;N/A;N/A
MAG.ST;MAGNOLIA BOSTAD;77.8;182;69.4;249;62.2;482;69.8;304;3.26;0.69;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAG.ST;11;110088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110088&marketid=11
MAHA-A.ST;MAHA ENERGY;45.0;122;59.4;149;60.9;186;55.1;152;2.76;-0.97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A.ST;N/A;N/A;N/A
MAHA-A-TO-1.ST;MAHA ENERGY SUBSCR OPT;;;;;;;;;;;;N/A;N/A;N/A
MANTEX.ST;MANTEX;66.7;180;66.7;280;66.7;280;66.7;246;13.76;3.61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MANTEX.ST;11;136007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136007&marketid=11
MATRA.ST;MATRA PETROLEUM;50.0;125;58.3;182;58.3;182;55.5;163;2.77;-3.59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MATRA.ST;11;136267;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136267&marketid=11
MAV.ST;MAVSHACK AB;83.3;174;73.5;1452;70.3;4932;75.7;2186;19.76;0.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAV.ST;11;58547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58547&marketid=11
MAXF.ST;MAXFASTIGHETER I SVERIGE;41.7;95;43.3;92;43.3;92;42.8;93;-0.03;-0.72;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;11;123717;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123717&marketid=11
MAXK.ST;MAXKOMPETENS;31.6;82;22.2;73;22.2;73;25.3;76;-1.38;-1.42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;11;115943;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115943&marketid=11
MCAP.ST;MEDCAP;66.7;174;67.9;215;57.9;271;64.2;220;4.07;1.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCAP.ST;11;35364;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35364&marketid=11
MCNH.NGM;MEDICA CLINICAL NORTH;;;;;;;;;;;;N/A;N/A;N/A
MCOV-B.ST;MEDICOVER;81.8;125;64.3;116;64.3;116;70.1;119;2.58;0.82;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;N/A;N/A;N/A
MEAB-B.ST;MALMBERGS ELEKTRISKA B;50.0;107;58.1;112;55.4;122;54.5;113;1.0;0.24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEAB-B.ST;N/A;N/A;N/A
MEDR-B.ST;MEDIRATT B;66.7;145;65.4;247;71.2;2393;67.8;928;17.34;10.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEDR-B.ST;N/A;N/A;N/A
MEKO.ST;MEKONOMEN;52.9;112;36.4;100;47.8;126;45.7;112;0.61;-0.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;11;4986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4986&marketid=11
MELK.ST;MELKER SCHORLING;;;;;;;;;;;;N/A;N/A;N/A
MERT-A.NGM;MERTIVA;20.0;93;35.0;161;47.9;446;34.3;233;6.48;-0.91;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM;N/A;N/A;N/A
MIC-SDB.ST;MILLICOM INTERNATIONAL CELLULAR SDR;38.1;94;55.8;117;60.2;207;51.4;139;2.1;0.66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIC-SDB.ST;N/A;N/A;N/A
MIDW-B.ST;MIDWAY HOLDING B;75.0;120;61.3;151;44.3;108;60.2;126;0.65;-1.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIDW-B.ST;N/A;N/A;N/A
MIND.ST;MINDMANCER;;;;;;;;;;;;N/A;N/A;N/A
MINEST.ST;MINESTO;75.0;171;57.7;179;57.4;360;63.4;236;3.1;0.82;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MINEST.ST;11;114883;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114883&marketid=11
MIPS.ST;MIPS;73.7;120;70.4;141;70.4;141;71.5;134;2.39;0.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;11;135088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135088&marketid=11
MOB.ST;MOBERG PHARMA;92.3;158;67.6;139;67.2;313;75.7;203;2.16;0.84;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST;11;79252;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79252&marketid=11
MOMENT.ST;MOMENT GROUP;46.7;105;27.3;83;41.0;90;38.3;92;0.34;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;11;32720;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32720&marketid=11
MPI.ST;MEDICAL PROGNOSIS INSTITUTE;50.0;103;50.0;114;53.6;148;51.2;121;1.61;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MPI.ST;11;123713;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123713&marketid=11
MQ.ST;MQ HOLDING;47.1;113;48.4;107;53.5;121;49.7;113;0.11;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;11;76085;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76085&marketid=11
MRG.ST;MR GREEN;57.7;111;63.0;169;64.1;295;61.6;191;3.12;0.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MRG.ST;11;94882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94882&marketid=11
MSAB-B.ST;MICRO SYSTEMATION B;56.5;143;58.7;196;58.6;367;57.9;235;3.14;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSAB-B.ST;N/A;N/A;N/A
MSC-B.ST;MSC GROUP;;;;;;;;;;;;N/A;N/A;N/A
MSON-A.ST;MIDSONA A;;;;;;;;;;;;N/A;N/A;N/A
MSON-B.ST;MIDSONA B;70.0;146;60.5;154;60.3;247;63.6;182;3.25;0.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;N/A;N/A;N/A
MTG-A.ST;MTG A;63.2;133;67.6;152;50.6;162;60.5;149;1.71;0.2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;N/A;N/A;N/A
MTG-B.ST;MODERN TIMES GROUP MTG B;61.9;127;62.8;137;65.1;204;63.3;156;1.92;1.07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-B.ST;N/A;N/A;N/A
MTRS.ST;MUNTERS GROUP;45.5;81;45.8;82;45.8;82;45.7;81;-1.09;-0.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;11;137814;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137814&marketid=11
MULQ.ST;MULTIQ INTERNATIONAL;30.0;95;25.0;79;33.3;68;29.4;80;-0.43;-1.46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;11;4359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4359&marketid=11
MULT.NGM;MULTIDOCKER CARGO HANDLING;54.5;75;55.9;80;55.9;80;55.4;78;-1.39;-1.41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULT.NGM;N/A;N/A;N/A
MVIR-B.ST;MEDIVIR B;69.2;99;72.4;136;60.3;203;67.3;146;2.36;0.93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MVIR-B.ST;N/A;N/A;N/A
MYFC.ST;MYFC HOLDING;91.7;135;73.1;293;71.7;1660;78.8;696;10.41;3.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MYFC.ST;11;101187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101187&marketid=11
NAXS.ST;NAXS;71.4;102;50.0;92;48.1;87;56.5;93;0.17;-0.05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;11;40342;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40342&marketid=11
NCC-A.ST;NCC A;75.0;108;69.8;140;62.7;161;69.2;136;1.09;0.42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-A.ST;N/A;N/A;N/A
NCC-B.ST;NCC B;50.0;95;51.4;111;54.1;138;51.8;114;0.78;0.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-B.ST;N/A;N/A;N/A
NDA-SEK.ST;NORDEA BANK;73.3;109;66.7;117;68.9;198;69.6;141;2.18;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDA-SEK.ST;N/A;N/A;N/A
NDX.ST;NORDAX GROUP;50.0;118;65.7;140;65.7;230;60.5;162;2.6;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDX.ST;11;110381;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110381&marketid=11
NEPA.ST;NEPA;71.4;149;61.3;227;57.4;316;63.4;230;3.54;0.92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEPA.ST;11;121153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121153&marketid=11
NET-B.ST;NETENT;57.9;143;50.0;161;58.9;286;55.6;196;1.94;1.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;N/A;N/A;N/A
NETI-B.ST;NET INSIGHT B;58.8;134;57.5;149;53.2;204;56.5;162;2.79;0.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST;N/A;N/A;N/A
NEWA-B.ST;NEW WAVE GROUP B;72.2;110;59.1;99;58.3;163;63.2;124;2.02;0.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEWA-B.ST;N/A;N/A;N/A
NEXAM.ST;NEXAM CHEMICAL HOLDING;68.8;233;56.7;212;55.4;328;60.3;257;3.56;-0.28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST;11;93656;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93656&marketid=11
NGQ.ST;NGEX RESOURCES;50.0;110;55.3;138;53.8;193;53.0;147;2.87;0.87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGQ.ST;11;101618;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101618&marketid=11
NGS.ST;NGS GROUP;56.2;99;50.0;111;51.5;130;52.6;113;1.21;0.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGS.ST;11;122588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122588&marketid=11
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;50.0;103;37.5;101;35.3;100;40.9;101;0.49;-0.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NHCBHFFS.ST;N/A;N/A;N/A
NIBE-B.ST;NIBE INDUSTRIER B;62.5;112;61.8;146;57.6;189;60.6;149;2.19;0.91;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;N/A;N/A;N/A
NICKE.NGM;NICKEL MOUNTAIN RESOURCES;56.5;127;56.4;159;56.4;159;56.4;148;0.67;-0.48;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICKE.NGM;N/A;N/A;N/A
NICO.ST;NICOCCINO HOLD;42.1;432;50.0;405;51.7;394;47.9;410;12.78;-1.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;11;101773;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101773&marketid=11
NIL-B.ST;NILORNGRUPPEN;58.3;91;55.8;91;57.0;167;57.0;116;1.86;0.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIL-B.ST;N/A;N/A;N/A
NMAN.ST;NEDERMAN HOLDING;55.6;108;65.8;136;61.5;191;61.0;145;1.97;0.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NMAN.ST;11;40347;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40347&marketid=11
NOBI.ST;NOBIA;76.2;125;62.2;139;69.4;214;69.3;159;1.71;1.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBI.ST;11;19095;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19095&marketid=11
NOBINA.ST;NOBINA;47.1;124;50.0;150;53.6;236;50.2;170;2.39;0.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBINA.ST;11;110535;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110535&marketid=11
NOKIA-SEK.ST;NOKIA;57.9;126;48.8;130;50.6;176;52.4;144;1.49;-0.09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOKIA-SEK.ST;N/A;N/A;N/A
NOLA-B.ST;NOLATO B;52.4;159;55.0;214;65.2;333;57.5;235;4.21;2.15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOLA-B.ST;N/A;N/A;N/A
NOMI.ST;NORDIC MINES;;;;;;;;;;;;N/A;N/A;N/A
NOTE.ST;NOTE;58.8;126;58.1;192;55.4;264;57.4;194;3.58;1.47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;11;25319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=25319&marketid=11
NP3.ST;NP3 FASTIGHETER;46.7;110;61.3;120;54.0;153;54.0;127;1.7;0.61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NP3.ST;11;104592;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104592&marketid=11
NTEK-B.ST;NOVOTEK B;55.6;112;52.8;148;41.0;124;49.8;128;1.31;-0.56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTEK-B.ST;N/A;N/A;N/A
NTGRP.NGM;NET TRADING GROUP NTG;53.8;147;47.1;142;47.1;142;49.3;143;5.5;-0.57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;N/A;N/A;N/A
NUE.ST;NUEVOLUTION;61.5;154;46.2;141;52.6;305;53.4;200;4.48;-0.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;11;116423;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116423&marketid=11
NVP.ST;NEUROVIVE PHARMACEUTICAL;72.2;148;70.0;191;65.7;836;69.3;391;4.73;2.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NVP.ST;11;58531;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58531&marketid=11
NWG.ST;NORDIC WATERPROOFING HOLDING;42.9;106;48.7;111;47.6;109;46.4;108;0.33;-0.69;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NWG.ST;11;123243;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123243&marketid=11
NXTMS.ST;NEXSTIM;50.0;100;60.0;163;67.3;1825;59.1;696;7.61;5.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NXTMS.ST;11;103571;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103571&marketid=11
OASM.ST;OASMIA PHARMACEUTICAL;52.6;159;48.6;225;55.1;503;52.1;295;2.84;-0.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OASM.ST;11;76461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76461&marketid=11
OBAB.ST;ONLINE BRANDS NORDIC;75.0;106;50.0;87;50.0;191;58.3;128;2.88;0.68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBAB.ST;11;40016;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40016&marketid=11
OBDU-B.NGM;OBDUCAT B;66.7;112;56.2;128;53.1;211;58.7;150;0.23;-1.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-B.NGM;N/A;N/A;N/A
OBDU-PREF-B.NGM;OBDUCAT PRF;50.0;64;42.9;71;42.9;71;45.3;68;-2.76;-1.53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-PREF-B.NGM;N/A;N/A;N/A
ODD.ST;ODD MOLLY INTERNATIONAL;55.0;101;57.9;132;54.9;169;55.9;134;0.86;-0.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ODD.ST;11;40936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40936&marketid=11
OEM-B.ST;OEM INTERNATIONAL B;75.0;111;64.7;133;58.3;170;66.0;138;2.05;0.9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OEM-B.ST;N/A;N/A;N/A
OLDM.ST;OLD MUTUAL;;;;;;;;;;;;11;33014;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33014&marketid=11
ONCO.ST;ONCOPEPTIDES;66.7;148;58.6;239;58.6;239;61.3;208;7.64;2.85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ONCO.ST;11;133615;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133615&marketid=11
OP.ST;OSCAR PROPERTIES;61.1;140;55.6;124;54.1;225;56.9;163;1.56;-0.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;11;99753;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99753&marketid=11
OP-PREF.ST;OSCAR PROPERTIES PRF;50.0;141;41.2;144;36.8;137;42.7;140;0.95;-0.19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;N/A;N/A;N/A
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;22.7;92;26.7;92;21.7;86;23.7;90;-0.21;-0.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;N/A;N/A;N/A
OPUS.ST;OPUS GROUP;66.7;109;48.3;108;49.2;248;54.7;155;2.99;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;11;35920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35920&marketid=11
ORES.ST;INVESTMENT OERESUND;73.7;115;65.7;124;63.4;200;67.6;146;2.39;0.71;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORES.ST;11;863;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=863&marketid=11
ORGC.ST;ORGANOCLICK;42.1;91;54.1;94;52.1;126;49.4;103;1.15;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORGC.ST;11;106253;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106253&marketid=11
ORIF.ST;ORIFLAME HOLDING;50.0;135;54.8;161;56.6;484;53.8;260;4.5;1.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORIF.ST;N/A;N/A;N/A
ORTI-A.ST;ORTIVUS A;54.5;169;66.7;3731;66.7;3731;62.6;2543;61.59;-0.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-A.ST;N/A;N/A;N/A
ORTI-B.ST;ORTIVUS B;60.0;140;60.6;198;57.4;371;59.3;236;3.22;0.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-B.ST;N/A;N/A;N/A
ORX.ST;OREXO;82.4;207;66.7;236;66.2;426;71.8;289;4.1;1.65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORX.ST;11;31885;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31885&marketid=11
PACT.ST;PROACT IT GROUP;60.9;136;55.8;157;56.3;234;57.7;175;2.23;0.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PACT.ST;11;4003;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4003&marketid=11
PALS-B.ST;PALLAS GROUP;62.5;129;66.7;158;66.7;158;65.3;148;4.77;3.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;N/A;N/A;N/A
PCAT.ST;PHOTOCAT;;;;;;;;;;;;11;115935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115935&marketid=11
PCELL.ST;POWERCELL SWEDEN;69.2;135;73.3;388;62.7;706;68.4;409;4.43;1.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PCELL.ST;11;105121;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105121&marketid=11
PDX.ST;PARADOX INTERACTIVE;68.4;167;62.9;185;57.9;198;63.1;183;3.18;2.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PDX.ST;11;123234;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123234&marketid=11
PEAB-B.ST;PEAB B;76.5;147;63.6;180;59.4;203;66.5;176;1.87;0.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;N/A;N/A;N/A
PEGRO-PREF.ST;PEGROCO INVEST PRF;26.3;86;29.0;91;32.3;86;29.2;87;0.19;-0.29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEGRO-PREF.ST;N/A;N/A;N/A
PFE.ST;PFIZER;46.7;98;56.8;101;66.7;172;56.7;123;1.98;0.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PFE.ST;17;PFE;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=PFE&marketid=17
