NAMESHORT_SB;NAME_SB;MONTH_6_PERCENT;MONTH_6_VALUE;MONTH_12_PERCENT;MONTH_12_VALUE;MONTH_24_PERCENT;MONTH_24_VALUE;AVERAGE_PERCENT;AVERAGE_VALUE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
MAXF.ST;MAXFASTIGHETER I SVERIGE;41.7;95;43.3;92;43.3;92;42.8;93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;11;123717;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123717&marketid=11
MAXK.ST;MAXKOMPETENS;33.3;82;23.1;73;23.1;73;26.5;76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;11;115943;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115943&marketid=11
MCAP.ST;MEDCAP;66.7;174;67.9;215;59.3;280;64.6;223;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCAP.ST;11;35364;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35364&marketid=11
MCNH.NGM;MEDICA CLINICAL NORTH;;;;;;;;;;N/A;N/A;N/A
MCOV-B.ST;MEDICOVER;81.8;125;64.3;116;64.3;116;70.1;119;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;N/A;N/A;N/A
MEAB-B.ST;MALMBERGS ELEKTRISKA B;50.0;107;58.1;112;55.4;122;54.5;113;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEAB-B.ST;N/A;N/A;N/A
MEDR-B.ST;MEDIRATT B;66.7;145;65.4;247;71.2;2393;67.8;928;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEDR-B.ST;N/A;N/A;N/A
MEKO.ST;MEKONOMEN;50.0;113;34.4;100;47.0;126;43.8;113;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;11;4986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4986&marketid=11
MELK.ST;MELKER SCHORLING;;;;;;;;;;N/A;N/A;N/A
MERT-A.NGM;MERTIVA;20.0;93;35.0;161;47.9;446;34.3;233;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM;N/A;N/A;N/A
MIC-SDB.ST;MILLICOM INTERNATIONAL CELLULAR SDR;38.1;94;55.6;117;60.2;207;51.3;139;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIC-SDB.ST;N/A;N/A;N/A
MIDW-B.ST;MIDWAY HOLDING B;75.0;120;61.3;151;44.3;108;60.2;126;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIDW-B.ST;N/A;N/A;N/A
MIND.ST;MINDMANCER;;;;;;;;;;N/A;N/A;N/A
MINEST.ST;MINESTO;72.7;169;56.0;177;56.6;356;61.8;234;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MINEST.ST;11;114883;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114883&marketid=11
MIPS.ST;MIPS;72.2;120;69.2;142;69.2;142;70.2;134;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;11;135088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135088&marketid=11
MOB.ST;MOBERG PHARMA;85.7;154;67.6;139;67.2;313;73.5;202;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST;11;79252;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79252&marketid=11
MOMENT.ST;MOMENT GROUP;50.0;107;27.3;83;41.0;90;39.4;93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;11;32720;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32720&marketid=11
MPI.ST;MEDICAL PROGNOSIS INSTITUTE;54.5;128;50.0;114;53.6;148;52.7;130;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MPI.ST;11;123713;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123713&marketid=11
MQ.ST;MQ HOLDING;47.1;113;48.4;107;53.5;121;49.7;113;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;11;76085;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76085&marketid=11
MRG.ST;MR GREEN;55.6;113;62.2;168;63.6;293;60.5;191;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MRG.ST;11;94882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94882&marketid=11
MSAB-B.ST;MICRO SYSTEMATION B;54.5;137;57.8;188;58.1;352;56.8;225;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSAB-B.ST;N/A;N/A;N/A
MSC-B.ST;MSC GROUP;;;;;;;;;;N/A;N/A;N/A
MSON-A.ST;MIDSONA A;;;;;;;;;;N/A;N/A;N/A
MSON-B.ST;MIDSONA B;75.0;148;62.2;155;61.2;247;66.1;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;N/A;N/A;N/A
MTG-A.ST;MTG A;68.4;133;70.3;152;51.9;162;63.5;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;N/A;N/A;N/A
MTG-B.ST;MODERN TIMES GROUP MTG B;66.7;127;65.1;137;66.3;204;66.0;156;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-B.ST;N/A;N/A;N/A
MTRS.ST;MUNTERS GROUP;42.9;80;43.5;82;43.5;82;43.3;81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;11;137814;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137814&marketid=11
MULQ.ST;MULTIQ INTERNATIONAL;35.0;95;27.8;79;34.6;68;32.5;80;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;11;4359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4359&marketid=11
MULT.NGM;MULTIDOCKER CARGO HANDLING;57.1;77;57.6;82;57.6;82;57.4;80;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULT.NGM;N/A;N/A;N/A
MVIR-B.ST;MEDIVIR B;64.3;96;72.4;136;60.9;214;65.9;148;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MVIR-B.ST;N/A;N/A;N/A
MYFC.ST;MYFC HOLDING;91.7;135;75.0;297;71.7;1660;79.5;697;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MYFC.ST;11;101187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101187&marketid=11
NAXS.ST;NAXS;64.3;102;46.9;92;46.2;87;52.5;93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;11;40342;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40342&marketid=11
NCC-A.ST;NCC A;71.4;108;69.8;140;61.2;159;67.5;135;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-A.ST;N/A;N/A;N/A
NCC-B.ST;NCC B;50.0;95;51.4;112;52.9;134;51.4;113;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-B.ST;N/A;N/A;N/A
NDA-SEK.ST;NORDEA BANK;73.3;109;66.7;117;68.9;198;69.6;141;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDA-SEK.ST;N/A;N/A;N/A
NDX.ST;NORDAX GROUP;50.0;128;65.7;140;65.7;230;60.5;166;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDX.ST;11;110381;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110381&marketid=11
NEPA.ST;NEPA;64.3;149;59.4;229;55.6;316;59.8;231;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEPA.ST;11;121153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121153&marketid=11
NET-B.ST;NETENT;52.6;133;48.6;153;57.5;264;52.9;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;N/A;N/A;N/A
NETI-B.ST;NET INSIGHT B;63.2;142;58.5;157;53.2;204;58.3;167;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST;N/A;N/A;N/A
NEWA-B.ST;NEW WAVE GROUP B;70.0;117;59.1;99;58.3;163;62.5;126;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEWA-B.ST;N/A;N/A;N/A
NEXAM.ST;NEXAM CHEMICAL HOLDING;62.5;226;55.2;218;54.5;338;57.4;260;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST;11;93656;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93656&marketid=11
NGQ.ST;NGEX RESOURCES;50.0;110;55.3;138;53.8;193;53.0;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGQ.ST;11;101618;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101618&marketid=11
NGS.ST;NGS GROUP;60.0;99;51.5;111;52.3;130;54.6;113;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGS.ST;11;122588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122588&marketid=11
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;46.2;99;33.3;95;33.3;95;37.6;96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NHCBHFFS.ST;N/A;N/A;N/A
NIBE-B.ST;NIBE INDUSTRIER B;62.5;112;61.8;146;57.6;189;60.6;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;N/A;N/A;N/A
NICKE.NGM;NICKEL MOUNTAIN RESOURCES;54.5;122;55.3;153;55.3;153;55.0;142;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICKE.NGM;N/A;N/A;N/A
NICO.ST;NICOCCINO HOLD;47.4;432;53.6;405;53.3;394;51.4;410;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;11;101773;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101773&marketid=11
NIL-B.ST;NILORNGRUPPEN;58.3;91;55.8;91;57.0;167;57.0;116;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIL-B.ST;N/A;N/A;N/A
NMAN.ST;NEDERMAN HOLDING;52.9;110;64.9;138;61.5;195;59.8;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NMAN.ST;11;40347;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40347&marketid=11
NOBI.ST;NOBIA;76.2;125;62.2;139;69.0;219;69.1;161;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBI.ST;11;19095;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19095&marketid=11
NOBINA.ST;NOBINA;47.1;124;50.0;150;53.6;236;50.2;170;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBINA.ST;11;110535;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110535&marketid=11
NOKIA-SEK.ST;NOKIA;57.9;126;48.8;132;50.6;176;52.4;144;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOKIA-SEK.ST;N/A;N/A;N/A
NOLA-B.ST;NOLATO B;52.4;159;53.7;211;65.2;333;57.1;234;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOLA-B.ST;N/A;N/A;N/A
NOMI.ST;NORDIC MINES;;;;;;;;;;N/A;N/A;N/A
NOTE.ST;NOTE;58.8;126;58.1;192;55.4;264;57.4;194;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;11;25319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=25319&marketid=11
NP3.ST;NP3 FASTIGHETER;46.7;110;61.3;120;54.0;153;54.0;127;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NP3.ST;11;104592;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104592&marketid=11
NTEK-B.ST;NOVOTEK B;58.8;114;54.1;149;41.6;126;51.5;129;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTEK-B.ST;N/A;N/A;N/A
NTGRP.NGM;NET TRADING GROUP NTG;50.0;147;47.1;142;47.1;142;48.1;143;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;N/A;N/A;N/A
NUE.ST;NUEVOLUTION;61.5;154;46.2;141;52.6;305;53.4;200;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;11;116423;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116423&marketid=11
NVP.ST;NEUROVIVE PHARMACEUTICAL;72.2;148;70.0;191;66.2;863;69.5;400;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NVP.ST;11;58531;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58531&marketid=11
NWG.ST;NORDIC WATERPROOFING HOLDING;42.9;106;48.7;111;47.6;109;46.4;108;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NWG.ST;11;123243;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123243&marketid=11
NXTMS.ST;NEXSTIM;56.2;101;60.0;163;67.3;1825;61.2;696;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NXTMS.ST;11;103571;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103571&marketid=11
OASM.ST;OASMIA PHARMACEUTICAL;52.6;159;50.0;230;55.1;503;52.6;297;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OASM.ST;11;76461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76461&marketid=11
OBAB.ST;ONLINE BRANDS NORDIC;75.0;106;50.0;87;50.0;191;58.3;128;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBAB.ST;11;40016;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40016&marketid=11
OBDU-B.NGM;OBDUCAT B;66.7;112;56.2;128;53.1;211;58.7;150;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-B.NGM;N/A;N/A;N/A
OBDU-PREF-B.NGM;OBDUCAT PRF;50.0;64;42.9;71;42.9;71;45.3;68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-PREF-B.NGM;N/A;N/A;N/A
ODD.ST;ODD MOLLY INTERNATIONAL;52.6;101;56.8;132;53.5;162;54.3;131;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ODD.ST;11;40936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40936&marketid=11
OEM-B.ST;OEM INTERNATIONAL B;75.0;111;64.7;133;58.3;170;66.0;138;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OEM-B.ST;N/A;N/A;N/A
OLDM.ST;OLD MUTUAL;;;;;;;;;;11;33014;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33014&marketid=11
ONCO.ST;ONCOPEPTIDES;66.7;148;58.6;239;58.6;239;61.3;208;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ONCO.ST;11;133615;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133615&marketid=11
OP.ST;OSCAR PROPERTIES;58.8;144;54.1;117;53.3;230;55.4;163;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;11;99753;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99753&marketid=11
OP-PREF.ST;OSCAR PROPERTIES PRF;50.0;141;41.2;144;36.8;137;42.7;140;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;N/A;N/A;N/A
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;21.7;94;24.1;94;20.0;87;21.9;91;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;N/A;N/A;N/A
OPUS.ST;OPUS GROUP;66.7;109;48.3;108;49.2;248;54.7;155;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;11;35920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35920&marketid=11
ORES.ST;INVESTMENT OERESUND;72.2;115;66.7;125;62.5;208;67.1;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORES.ST;11;863;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=863&marketid=11
ORGC.ST;ORGANOCLICK;42.1;91;54.1;94;52.1;126;49.4;103;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORGC.ST;11;106253;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106253&marketid=11
ORIF.ST;ORIFLAME HOLDING;47.6;129;53.7;154;56.0;464;52.4;249;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORIF.ST;N/A;N/A;N/A
ORTI-A.ST;ORTIVUS A;45.5;169;61.9;3731;61.9;3731;56.4;2543;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-A.ST;N/A;N/A;N/A
ORTI-B.ST;ORTIVUS B;57.1;140;59.4;198;55.9;350;57.5;229;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-B.ST;N/A;N/A;N/A
ORX.ST;OREXO;82.4;207;64.9;232;66.2;426;71.2;288;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORX.ST;11;31885;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31885&marketid=11
PACT.ST;PROACT IT GROUP;60.9;136;55.8;157;56.2;232;57.6;175;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PACT.ST;11;4003;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4003&marketid=11
PALS-B.ST;PALLAS GROUP;68.8;142;69.6;166;69.6;166;69.3;158;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;N/A;N/A;N/A
PCAT.ST;PHOTOCAT;;;;;;;;;;11;115935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115935&marketid=11
PCELL.ST;POWERCELL SWEDEN;71.4;130;70.0;322;62.1;628;67.8;360;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PCELL.ST;11;105121;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105121&marketid=11
PDX.ST;PARADOX INTERACTIVE;68.4;167;62.9;185;57.9;198;63.1;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PDX.ST;11;123234;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123234&marketid=11
PEAB-B.ST;PEAB B;76.5;147;63.6;180;57.7;197;65.9;174;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;N/A;N/A;N/A
PEGRO-PREF.ST;PEGROCO INVEST PRF;26.3;86;29.0;91;32.3;86;29.2;87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEGRO-PREF.ST;N/A;N/A;N/A
PFE.ST;PFIZER;46.7;98;56.8;101;65.7;169;56.4;122;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PFE.ST;17;PFE;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=PFE&marketid=17
PIEZO.ST;PIEZOMOTOR UPPSALA;78.6;363;71.9;529;65.2;654;71.9;515;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PIEZO.ST;11;123299;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123299&marketid=11
PLAZ-B.ST;PLATZER FASTIGHETER;57.9;123;45.7;126;49.3;180;51.0;143;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLAZ-B.ST;N/A;N/A;N/A
PLED.ST;PLED PHARMA;63.2;122;64.1;116;50.7;138;59.3;125;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLED.ST;11;81313;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81313&marketid=11
PNDX-B.ST;PANDOX;78.6;127;78.1;136;68.6;159;75.1;140;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;N/A;N/A;N/A
PNVA.NGM;PAYNOVA;47.1;88;55.6;121;54.1;160;52.3;123;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNVA.NGM;N/A;N/A;N/A
POLY.ST;POLYPLANK;66.7;119;68.2;131;62.2;354;65.7;201;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLY.ST;11;87179;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=87179&marketid=11
POLYG.ST;POLYGIENE;55.0;98;41.0;84;45.9;111;47.3;97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;11;119989;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119989&marketid=11
POOL-B.ST;POOLIA B;47.4;83;34.1;69;40.3;77;40.6;76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;N/A;N/A;N/A
PRCO-B.ST;PRECIO FISHBONE B;53.3;105;61.3;110;59.6;118;58.1;111;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRCO-B.ST;N/A;N/A;N/A
PREC.ST;PRECISE BIOMETRICS;41.2;80;52.0;127;52.9;731;48.7;312;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREC.ST;11;10751;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=10751&marketid=11
PREV-B.ST;PREVAS B;41.2;117;31.4;100;39.0;122;37.2;113;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;N/A;N/A;N/A
PRIC-B.ST;PRICER B;68.4;112;60.6;106;60.6;170;63.2;129;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIC-B.ST;N/A;N/A;N/A
PRIME.ST;PRIME LIVING;87.5;114;65.0;140;63.6;287;72.0;180;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIME.ST;11;110385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110385&marketid=11
PRLD.NGM;PROLIGHT DIAGNOSTICS;69.2;1156;66.7;1679;66.7;1679;67.5;1504;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRLD.NGM;N/A;N/A;N/A
PROB.ST;PROBI AB;71.4;134;71.4;178;69.2;865;70.7;392;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROB.ST;11;27701;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27701&marketid=11
PROF-B.ST;PROFILGRUPPEN B;57.9;121;56.1;124;55.7;276;56.6;173;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROF-B.ST;N/A;N/A;N/A
PXXS-SDB.ST;PEARL EXPLORATION AND PROD GDR;69.2;127;54.3;176;49.2;513;57.6;272;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PXXS-SDB.ST;N/A;N/A;N/A
QLRO.ST;QLIRO GROUP;35.0;93;47.5;115;54.1;221;45.5;143;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QLRO.ST;11;79303;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79303&marketid=11
QUART-PREF.ST;QUARTIERS PROPERTIES PRF;22.2;97;22.2;96;30.4;97;24.9;96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QUART-PREF.ST;N/A;N/A;N/A
RATO-A.ST;RATOS A;76.5;130;63.9;141;64.8;244;68.4;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-A.ST;N/A;N/A;N/A
RATO-B.ST;RATOS B;66.7;107;63.6;115;59.5;147;63.3;123;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-B.ST;N/A;N/A;N/A
RAY-B.ST;RAYSEARCH LABORATORIES B;88.2;162;74.2;196;66.2;483;76.2;280;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RAY-B.ST;N/A;N/A;N/A
RECI-B.ST;RECIPHARM AB;65.0;119;57.9;144;63.9;248;62.3;170;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RECI-B.ST;N/A;N/A;N/A
REJL-B.ST;REJLERS B;52.4;106;57.1;148;56.9;210;55.5;154;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REJL-B.ST;N/A;N/A;N/A
RENT.NGM;RENTUNDER HOLDING;76.5;150;77.3;157;77.3;157;77.0;154;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RENT.NGM;N/A;N/A;N/A
RESURS.ST;RESURS HOLDING;41.2;92;62.5;117;69.8;174;57.8;127;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RESURS.ST;11;121360;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121360&marketid=11
REZT.ST;REZIDOR HOTEL GROUP;63.2;119;52.6;112;61.7;143;59.2;124;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REZT.ST;11;37352;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37352&marketid=11
RISEN.NGM;RIPASSO ENERGY;65.0;358;68.4;396;67.5;376;67.0;376;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RISEN.NGM;N/A;N/A;N/A
RLS.ST;RUBICON LIFE SCIENCE;71.4;196;57.1;190;56.1;358;61.5;248;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RLS.ST;N/A;N/A;N/A
RNBS.ST;RETAIL AND BRANDS;42.9;95;42.5;87;50.0;150;45.1;110;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RNBS.ST;11;13467;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13467&marketid=11
RROS.ST;ROTTNEROS;70.6;119;51.5;133;50.8;150;57.6;134;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RROS.ST;11;930;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=930&marketid=11
RTC.ST;RETHINKING CARE SWEDEN;63.6;108;55.6;139;55.6;139;58.3;128;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RTC.ST;11;131080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=131080&marketid=11
SAAB-B.ST;SAAB B;70.6;112;78.8;187;65.3;251;71.6;183;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAAB-B.ST;N/A;N/A;N/A
SAGA-A.ST;SAGAX;40.0;97;50.0;114;53.7;231;47.9;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-A.ST;N/A;N/A;N/A
