NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_24_PERCENT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
HIFA-B.ST;HIFA B;3.0;50.0;103;60.0;121;60.6;134;56.9;119;65.7;0.98;0.65;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIFA-B.ST;11;5232;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5232&marketid=11
HIQ.ST;HIQ INTERNATIONAL;75.9;62.5;117;67.5;147;65.8;246;65.3;170;69.2;2.46;1.67;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HIQ.ST;11;3540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3540&marketid=11
HLDX.ST;HALDEX;87.5;52.0;110;48.8;111;53.8;168;51.5;129;46.9;1.98;0.0;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST;11;817;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=817&marketid=11
HM-B.ST;HENNES & MAURITZ B;131.82;50.0;94;53.5;105;54.4;129;52.6;109;40.9;0.34;-0.31;45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HM-B.ST;N/A;N/A;N/A
HMED.ST;HANSA MEDICAL;234.2;64.3;131;66.7;314;61.8;1260;64.3;568;60.6;8.88;3.6;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMED.ST;11;43288;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43288&marketid=11
HMS.ST;HMS NETWORKS;120.6;73.7;121;74.3;187;67.6;343;71.9;217;74.3;3.58;2.46;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HMS.ST;11;43302;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43302&marketid=11
HOFI.ST;HOIST FINANCE;81.5;86.7;139;58.6;143;53.7;156;66.3;146;60.6;1.5;0.87;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOFI.ST;11;107904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107904&marketid=11
HOGK-PREF-A.ST;AKTIEBOLAGET HOGKULLEN PRF;34.5;100.0;99;42.9;99;43.8;98;62.2;98;57.1;0.15;0.0;7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOGK-PREF-A.ST;11;110779;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110779&marketid=11
HOLM-A.ST;HOLMEN A;452.0;57.7;126;52.4;127;51.2;146;53.8;133;59.5;1.59;0.57;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-A.ST;11;221;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=221&marketid=11
HOLM-B.ST;HOLMEN B;448.4;60.0;124;57.6;140;53.3;173;57.0;145;63.9;1.81;1.0;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-B.ST;11;222;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=222&marketid=11
HOVD.ST;HOVDING SVERIGE;8.86;62.5;112;52.8;122;51.5;438;55.6;224;30.3;4.48;-1.51;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOVD.ST;11;110530;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110530&marketid=11
HOYLU.ST;HOYLU;6.0;58.3;153;72.7;398;72.7;398;67.9;316;80.0;16.06;5.14;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOYLU.ST;11;133092;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133092&marketid=11
HPOL-B.ST;HEXPOL B;76.65;65.0;116;66.7;125;62.2;166;64.6;135;65.0;1.37;0.75;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HPOL-B.ST;11;55907;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55907&marketid=11
HTRO.ST;HEXATRONIC GROUP;61.1;72.2;140;69.2;217;64.3;520;68.6;292;73.5;5.55;1.88;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HTRO.ST;11;82816;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82816&marketid=11
HUFV-A.ST;HUFVUDSTADEN A;127.8;73.3;104;57.6;104;62.7;134;64.5;114;66.7;1.16;0.97;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUFV-A.ST;11;820;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=820&marketid=11
HUM.ST;HUMANA;52.9;50.0;110;60.0;133;52.9;130;54.3;124;55.9;0.65;0.43;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUM.ST;11;120363;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120363&marketid=11
HUSQ-A.ST;HUSQVARNA A;86.0;47.4;108;46.3;121;52.0;177;48.6;135;48.6;1.7;0.18;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-A.ST;11;34913;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34913&marketid=11
HUSQ-B.ST;HUSQVARNA B;86.2;50.0;107;50.0;118;51.2;165;50.4;130;57.5;1.39;0.41;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-B.ST;11;34915;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34915&marketid=11
IBT-B.ST;INFANT BACTERIAL THERAPEUTICS;112.5;64.3;191;59.3;455;67.4;1273;63.7;639;72.7;10.87;4.67;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IBT-B.ST;11;120381;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120381&marketid=11
ICA.ST;ICA GRUPPEN;302.4;61.1;98;66.7;109;60.5;121;62.8;109;73.8;0.84;0.67;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ICA.ST;11;32443;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32443&marketid=11
ICTA-B.ST;INTELLECTA B;;;;;;;;;;;;;;;N/A;N/A;N/A
IJ.ST;INTRUM JUSTITIA;;;;;;;;;;;;;;;N/A;N/A;N/A
IMMNOV.ST;IMMUNOVIA;101.4;50.0;115;57.6;129;66.2;522;57.9;255;63.2;5.18;1.95;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMNOV.ST;11;115966;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115966&marketid=11
IMMU.ST;IMMUNICUM;6.6;83.3;164;66.7;229;62.9;465;71.0;286;60.0;3.43;1.43;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMMU.ST;11;93632;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93632&marketid=11
IMNP.ST;IMMUNE PHARMACEUTICALS;3.26;58.3;166;59.1;223;54.8;437;57.4;275;40.0;3.1;-2.42;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMNP.ST;19;IMNP;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=IMNP&marketid=19
IMPC.ST;IMPACT COATINGS;9.4;52.4;70;47.1;65;54.7;203;51.4;112;41.9;1.98;-0.71;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMPC.ST;11;28041;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=28041&marketid=11
INDEX.ST;INDEX PHARMACEUTICALS HOLDING;5.48;36.4;93;48.4;109;51.4;110;45.4;104;47.1;0.72;0.0;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDEX.ST;11;127479;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127479&marketid=11
INDT.ST;INDUTRADE;219.4;71.4;111;79.2;163;77.8;231;76.1;168;76.9;3.46;2.28;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDT.ST;11;31308;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31308&marketid=11
INDU-A.ST;INDUSTRIVARDEN A;206.4;53.3;101;62.1;127;63.1;175;59.5;134;65.6;2.26;1.33;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-A.ST;11;142;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=142&marketid=11
INDU-C.ST;INDUSTRIVARDEN C;196.75;78.6;109;65.6;124;61.1;169;68.4;134;74.3;1.88;1.32;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-C.ST;11;143;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=143&marketid=11
INISS-B.ST;INISSION;51.8;63.2;118;51.3;136;52.8;193;55.8;149;50.0;3.08;0.0;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INISS-B.ST;11;110377;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110377&marketid=11
INSTAL.ST;INSTALCO INTRESSENTER;52.8;66.7;127;57.1;126;57.1;126;60.3;126;40.0;0.79;-0.63;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INSTAL.ST;11;137177;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137177&marketid=11
INTU.ST;INTUITIVE AERIAL;0.548;81.2;157;58.3;134;45.6;92;61.7;127;30.3;-1.26;-2.82;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INTU.ST;11;105287;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105287&marketid=11
INVE-A.ST;INVESTOR A;378.0;46.7;102;54.3;123;57.7;176;52.9;133;62.9;1.92;0.33;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-A.ST;11;160;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=160&marketid=11
INVE-B.ST;INVESTOR B;381.3;66.7;102;71.0;135;68.7;192;68.8;143;78.8;2.24;1.35;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-B.ST;11;161;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=161&marketid=11
INWI.ST;INWIDO;78.2;80.0;125;75.0;153;67.5;220;74.2;166;66.7;1.47;0.68;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INWI.ST;11;102786;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=102786&marketid=11
IPCO.ST;INTERNATIONAL PETROLEUM CORPORATION;37.1;61.5;112;68.4;178;68.4;178;66.1;156;77.8;8.37;2.85;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IPCO.ST;11;136295;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136295&marketid=11
IQSE.NGM;IQS ENERGI KOMFORT;1.4;56.2;88;59.4;96;59.6;97;58.4;93;36.4;-0.43;-1.38;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IQSE.NGM;N/A;N/A;N/A
IRLAB-A.ST;IRLAB THERAPEUTICS;130.0;64.3;112;53.8;274;53.8;274;57.3;220;58.3;9.22;2.33;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IRLAB-A.ST;11;132776;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=132776&marketid=11
IS.ST;IMAGE SYSTEMS;2.32;38.5;95;46.4;102;51.7;165;45.5;120;41.4;1.99;-0.79;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IS.ST;N/A;N/A;N/A
ISOFOL.ST;ISOFOL MEDICAL;24.9;45.0;132;42.9;128;42.9;128;43.6;129;30.8;2.32;-0.65;14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISOFOL.ST;11;135681;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135681&marketid=11
ISR.ST;ISR IMMUNE SYSTEM REGULATION HOLDING;10.2;66.7;305;69.6;382;69.6;382;68.6;356;72.7;13.22;11.84;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISR.ST;11;135384;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135384&marketid=11
ITAB-B.ST;ITAB SHOP CONCEPT;39.35;57.1;107;60.7;120;62.5;169;60.1;132;51.6;1.97;0.2;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ITAB-B.ST;11;56940;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56940&marketid=11
IVACC.ST;INTERVACC;3.03;69.2;113;63.2;128;63.2;128;65.2;123;44.4;2.38;-1.18;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVACC.ST;11;135675;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135675&marketid=11
IVISYS.ST;IVISYS;5.84;47.6;157;53.8;210;53.7;129;51.7;165;36.4;2.1;-1.43;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVISYS.ST;11;108037;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108037&marketid=11
IVSO.ST;INVISIO COMMUNICATIONS;66.5;68.8;111;63.3;200;59.1;245;63.7;185;53.1;2.55;0.72;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVSO.ST;11;34597;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34597&marketid=11
JAYS.ST;JAYS;1.8;45.5;155;40.5;233;40.2;279;42.1;222;32.5;2.78;-1.32;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JAYS.ST;11;75344;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=75344&marketid=11
JLT.ST;JLT MOBILE;4.1;56.5;113;62.9;179;61.3;408;60.2;233;59.5;4.19;1.42;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JLT.ST;11;21189;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=21189&marketid=11
JM.ST;JM;192.0;61.1;102;69.7;126;70.1;199;67.0;142;69.7;2.22;0.66;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JM.ST;11;13217;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13217&marketid=11
K2A-PREF.ST;K2A KNAUST & AND ANDERSSON FASTIGHET;288.0;22.7;93;20.0;91;33.8;104;25.5;96;48.6;0.56;0.0;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=K2A-PREF.ST;11;107160;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107160&marketid=11
KABE-B.ST;KABE HUSVAGNAR B;189.0;45.5;103;59.0;151;58.0;287;54.2;180;51.5;3.06;0.23;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KABE-B.ST;11;912;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=912&marketid=11
KAHL.ST;KAPPAHL;29.98;61.1;116;54.8;120;52.6;182;56.2;139;52.6;2.33;0.11;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAHL.ST;11;33359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33359&marketid=11
KAMBI.ST;KAMBI GROUP;120.0;69.2;137;66.7;204;63.6;276;66.5;205;65.8;2.34;2.31;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAMBI.ST;11;101199;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101199&marketid=11
KAN.ST;KANCERA;2.02;64.7;137;61.1;172;57.6;213;61.1;174;46.9;1.44;-0.35;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAN.ST;11;80745;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80745&marketid=11
KAPIAB.ST;KALLEBACK PROPERTY INVEST;138.5;47.1;97;48.5;105;47.7;106;47.8;102;53.1;0.68;0.23;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAPIAB.ST;11;100207;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100207&marketid=11
KARE.ST;KARESSA PHARMA;9.78;50.0;91;50.0;82;48.9;65;49.6;79;40.9;0.23;-0.34;45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARE.ST;11;106031;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106031&marketid=11
KARO.ST;KARO PHARMA;33.35;71.4;153;72.2;205;70.3;506;71.3;288;69.4;4.19;1.92;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARO.ST;11;3927;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3927&marketid=11
KDEV.ST;KAROLINSKA DEV;5.16;88.9;257;63.2;233;50.0;215;67.4;235;44.4;3.03;-0.19;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KDEV.ST;11;81547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81547&marketid=11
KIND-SDB.ST;KINDRED GROUP SDR;127.8;60.0;127;60.0;146;63.5;261;61.2;178;69.4;2.59;1.52;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KIND-SDB.ST;11;36950;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36950&marketid=11
KINV-A.ST;KINNEVIK A;316.0;69.2;112;63.6;143;67.2;206;66.7;153;72.7;2.99;1.21;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-A.ST;11;998;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=998&marketid=11
KINV-B.ST;KINNEVIK B;304.8;47.1;106;57.1;128;60.9;185;55.0;139;67.6;2.16;1.22;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-B.ST;11;999;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=999&marketid=11
KLAR.ST;KLARIA PHARMA;10.1;66.7;133;65.0;147;59.4;249;63.7;176;61.8;3.49;0.85;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLAR.ST;11;114250;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114250&marketid=11
KLED.ST;KUNGSLEDEN;56.9;73.3;104;66.7;124;62.7;145;67.6;124;66.7;1.57;1.09;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLED.ST;11;3546;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3546&marketid=11
KLOV-A.ST;KLOVERN A;10.0;60.0;101;64.7;134;54.2;162;59.6;132;51.4;1.6;0.08;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-A.ST;11;19459;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19459&marketid=11
KLOV-B.ST;KLOVERN B;10.63;68.4;98;74.2;134;69.8;184;70.8;138;74.2;2.15;0.81;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-B.ST;11;104594;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104594&marketid=11
KLOV-PREF.ST;KLOVERN PREF CNV PRF;316.5;63.2;105;67.7;118;65.1;129;65.3;117;77.4;0.95;0.45;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-PREF.ST;11;86345;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=86345&marketid=11
KNOW.ST;KNOW IT;170.8;68.4;126;60.5;139;50.6;239;59.8;168;60.5;2.84;1.34;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KNOW.ST;11;3219;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3219&marketid=11
KOBR MTFB;KOPPARBERGS B;187.0;75.0;161;60.5;180;61.8;333;65.8;224;48.6;2.62;0.13;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOBR MTFB;N/A;N/A;N/A
KONT.ST;KONTIGO CARE;3.39;66.7;119;67.9;172;65.9;226;66.8;172;57.1;3.26;1.57;22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KONT.ST;11;110540;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110540&marketid=11
KOPY.ST;KOPY GOLDFIELDS;1.33;52.9;94;43.2;97;52.2;229;49.4;140;41.2;2.37;-1.34;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOPY.ST;11;77457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77457&marketid=11
LAGR-B.ST;LAGERCRANTZ GROUP B;80.2;65.0;127;71.1;175;62.8;227;66.3;176;65.8;2.02;1.63;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAGR-B.ST;11;14335;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=14335&marketid=11
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;49.7;85.7;112;63.9;112;55.0;170;68.2;131;51.3;1.88;0.3;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;11;1049;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1049&marketid=11
LATO-B.ST;LATOUR INVESTMENT B;97.9;61.9;107;53.8;126;57.5;170;57.7;134;61.1;1.82;0.58;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LATO-B.ST;11;914;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=914&marketid=11
LAUR.ST;LAURITZ.COM;1.425;66.7;206;61.8;373;62.0;480;63.5;353;41.7;2.78;-0.73;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAUR.ST;11;123678;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123678&marketid=11
LEO.ST;LEOVEGAS;91.15;78.9;164;68.3;292;51.3;292;66.2;249;64.9;3.02;1.27;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEO.ST;11;120184;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120184&marketid=11
LEX.ST;LEXINGTON COMPANY;19.8;63.6;149;58.8;181;56.1;274;59.5;201;46.9;2.82;-0.49;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEX.ST;11;106153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106153&marketid=11
LIAB.ST;LINDAB INTERNATIONAL;68.1;77.8;118;61.0;140;61.1;187;66.6;148;60.0;1.82;0.91;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIAB.ST;11;37400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37400&marketid=11
LIDDS.ST;LIDDS;14.15;64.7;189;63.3;302;51.6;264;59.9;251;50.0;4.4;0.0;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIDDS.ST;11;101904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101904&marketid=11
LIFCO-B.ST;LIFCO B;340.5;76.2;145;75.7;188;70.9;289;74.3;207;71.8;3.03;2.21;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFCO-B.ST;11;103930;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103930&marketid=11
LIFE B;LIFEASSAYS B;;;;;;;;;;;;;;;N/A;N/A;N/A
LLSW-B.ST;LIGHTLAB SWE B;0.439;55.0;143;55.9;171;48.6;124;53.2;146;35.3;-0.45;-1.72;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LLSW-B.ST;11;63604;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=63604&marketid=11
LOOM-B.ST;LOOMIS B;306.0;62.5;129;61.8;163;69.1;305;64.5;199;84.8;3.16;1.88;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LOOM-B.ST;11;61536;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=61536&marketid=11
LUC.ST;LUCARA DIAMOND;14.1;65.2;148;59.1;169;65.8;287;63.4;201;64.9;2.31;1.09;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUC.ST;11;85525;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85525&marketid=11
LUG.ST;LUNDIN GOLD;34.25;57.1;113;58.3;134;65.2;217;60.2;154;71.9;2.61;1.95;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUG.ST;11;105183;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105183&marketid=11
LUMI.ST;LUNDIN MINING;55.5;52.2;163;54.5;187;54.5;187;53.7;179;62.5;3.59;0.55;16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUMI.ST;11;27709;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27709&marketid=11
LUND-B.ST;LUNDBERGFORETAGEN B;621.0;68.4;102;72.7;125;70.5;184;70.5;137;80.0;2.44;1.38;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUND-B.ST;11;1012;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1012&marketid=11
LUPE.ST;LUNDIN PETROLEUM;199.75;68.8;125;59.0;117;58.6;177;62.1;139;58.8;2.05;0.59;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUPE.ST;11;22335;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=22335&marketid=11
MACK-B.ST;MACKMYRA SVENSK WHISKEY B;16.95;65.0;137;58.8;238;47.1;211;57.0;195;54.5;3.11;0.39;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MACK-B.ST;11;85847;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85847&marketid=11
MAG.ST;MAGNOLIA BOSTAD;52.6;77.8;182;69.4;249;62.5;480;69.9;303;60.0;3.34;0.76;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAG.ST;11;110088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110088&marketid=11
MAHA-A.ST;MAHA ENERGY;6.63;44.4;91;59.4;149;60.9;186;54.9;142;50.0;2.76;-0.97;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A.ST;N/A;N/A;N/A
MAHA-A-TO-1.ST;MAHA ENERGY SUBSCR OPT;;;;;;;;;;;;;;;N/A;N/A;N/A
MANTEX.ST;MANTEX;4.66;66.7;180;66.7;280;66.7;280;66.7;246;50.0;13.76;3.61;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MANTEX.ST;11;136007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136007&marketid=11
