NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;PRICE_CHANGE_PERCENT_AVERAGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
ENG.ST;INTERNATIONELLA ENGELSKA SKOLAN I SV;66.8;56.2;116;46.7;130;50.0;136;51.0;127;17;50;1,77;0,37;22,06;2,68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENG.ST;11;126934;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=126934&marketid=11
PLAZ-B.ST;PLATZER FASTIGHETER;50.8;57.9;123;45.7;126;49.3;180;51.0;143;36;50;1,7;0,16;7,03;2,71;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLAZ-B.ST;11;98395;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98395&marketid=11
GREAT.ST;GREATER THAN;27.0;53.8;88;52.0;196;48.8;193;51.5;159;19;50;4,58;-0,32;14,18;6,85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GREAT.ST;11;101192;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101192&marketid=11
SWED-A.ST;SWEDBANK A;210.6;68.8;109;40.5;93;46.2;112;51.8;104;39;50;0,72;0,18;8,03;1,65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWED-A.ST;11;120;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120&marketid=11
FPIP.ST;FORMPIPE;13.15;52.9;106;45.5;118;46.0;165;48.1;129;31;50;2,05;0;13,74;2,69;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPIP.ST;11;72565;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=72565&marketid=11
HANC-PREF-A.ST;HANCAP PRF;33.7;56.2;111;46.2;125;46.0;141;49.5;125;25;50;1,83;0;30,06;2,98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANC-PREF-A.ST;11;108039;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108039&marketid=11
POLYG.ST;POLYGIENE;10.5;55.0;98;41.0;84;45.9;111;47.3;97;30;50;1;-0,39;70;3,97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;11;119989;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119989&marketid=11
HEMF-PREF.ST;HEMFOSA FASTIGHETER PRF;181.0;57.1;98;53.6;102;43.5;111;51.4;103;31;50;0,65;0;2,15;1,21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF-PREF.ST;11;104593;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104593&marketid=11
NOKIA-SEK.ST;NOKIA;47.16;55.6;124;50.0;129;51.7;176;52.4;143;43;48,8;1,49;-0,09;17,32;2,78;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOKIA-SEK.ST;11;39854;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=39854&marketid=11
CLAS-B.ST;CLAS OHLSON B;88.8;58.3;102;52.3;114;48.8;121;53.1;112;42;48,8;0,38;0;62,85;2,06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLAS-B.ST;11;4145;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4145&marketid=11
KOBR MTFB;KOPPARBERGS B;185.0;75.0;161;60.5;180;61.8;333;65.8;224;38;48,6;2,62;0,13;63;3,65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOBR MTFB;N/A;N/A;N/A
CLS-B.ST;CLINICAL LASERTHERMIA SYSTEMS B;13.45;64.7;209;66.7;314;53.5;497;61.6;340;35;48,6;4,64;-0,73;37,16;6,32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLS-B.ST;11;65182;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=65182&marketid=11
HUSQ-A.ST;HUSQVARNA A;84.8;50.0;105;47.6;118;52.6;172;50.1;131;38;48,6;1,6;-0,01;5,46;2,23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-A.ST;11;34913;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34913&marketid=11
MTG-A.ST;MTG A;352.0;63.2;133;67.6;152;50.7;157;60.5;147;37;48,6;1,66;0,2;33,43;2,85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;11;3598;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3598&marketid=11
SVIK.ST;STUDSVIK;37.8;66.7;116;50.0;118;47.4;321;54.7;185;38;48,6;2,86;0;80,08;3,96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVIK.ST;11;13094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13094&marketid=11
BRG-B.ST;BERGS TIMBER B;2.67;41.2;95;51.4;111;46.7;113;46.4;106;37;48,6;0,92;0;12,85;2,33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRG-B.ST;11;891;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=891&marketid=11
K2A-PREF.ST;K2A KNAUST & AND ANDERSSON FASTIGHET;288.0;22.7;93;20.0;91;33.8;104;25.5;96;35;48,6;0,56;0;1,77;1,15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=K2A-PREF.ST;11;107160;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107160&marketid=11
BAYN.ST;BAYN EUROPE;1.605;60.0;146;52.8;345;56.7;816;56.5;435;33;48,5;4,75;0;189,01;7,94;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BAYN.ST;11;103618;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103618&marketid=11
SEMC.ST;SEMCON;56.0;50.0;124;50.0;139;45.6;208;48.5;157;34;48,5;2,51;0,32;14,71;3,15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEMC.ST;11;1054;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1054&marketid=11
FING-B.ST;FINGERPRINT CARDS B;9.791;61.9;155;54.3;165;57.1;317;57.8;212;31;48,4;1,14;-0,9;1056,97;8,32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FING-B.ST;11;4870;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4870&marketid=11
OPUS.ST;OPUS GROUP;6.09;66.7;113;46.7;109;48.4;249;53.9;157;32;48,4;2,92;0;38,98;3,96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;11;35920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35920&marketid=11
ETX.ST;ETRION;1.716;68.8;128;50.0;112;55.0;185;57.9;141;30;48,3;1,55;-0,74;41,64;3,97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ETX.ST;11;78547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=78547&marketid=11
FPAR-PREF.ST;FASTPARTNER PRF;348.0;46.7;101;28.6;98;40.7;103;38.7;100;28;48,3;0,44;0,08;0;0,95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR-PREF.ST;11;94771;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94771&marketid=11
SPIFFX.ST;SPIFFX;2.18;66.7;514;74.1;804;57.1;1095;66.0;804;28;48,1;9,25;-1,41;79,74;12,98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPIFFX.ST;11;108517;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108517&marketid=11
VOLO-PREF.ST;VOLATI PRF;644.0;31.2;97;43.3;105;39.3;113;37.9;105;28;48,1;0,88;0;0;1,15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO-PREF.ST;11;110084;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110084&marketid=11
CLEMO.ST;CLEAN MOTION;9.5;58.3;113;56.2;194;54.2;198;56.2;168;24;47,8;2,77;0;56,81;5,13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEMO.ST;11;122709;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122709&marketid=11
MERT-A.NGM;MERTIVA;38.4;20.0;94;35.0;162;47.9;450;34.3;235;24;47,8;6,52;-0,91;5,48;6,63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM;N/A;N/A;N/A
AUR.ST;AURIANT MINING;1.99;52.9;88;45.7;50;56.2;462;51.6;200;36;47,2;7,04;-0,78;623,65;9,86;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AUR.ST;11;76848;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76848&marketid=11
ENZY.ST;ENZYMATICA;4.25;50.0;136;55.6;152;54.8;248;53.5;178;36;47,2;3,85;-0,32;0;5,68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENZY.ST;11;82655;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82655&marketid=11
PLED.ST;PLED PHARMA;12.75;58.8;109;62.2;111;50.7;138;57.2;119;36;47,2;0,47;-0,48;295,1;6;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLED.ST;11;81313;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81313&marketid=11
SALT-TO-2B.ST;SALTX TECHNOLOGY HOLDING SUBSCR OPT;3.7305;64.3;134;67.9;629;69.4;1476;67.2;746;18;47,1;20,57;0,66;111,88;16,31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-TO-2B.ST;N/A;N/A;N/A
STW.ST;SEATWIRL;14.25;73.7;155;61.8;252;61.1;308;65.5;238;18;47,1;4,06;-0,88;99,32;7,43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STW.ST;11;130457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=130457&marketid=11
INDEX.ST;INDEX PHARMACEUTICALS HOLDING;5.78;36.4;93;48.4;109;51.4;110;45.4;104;17;47,1;0,72;0;23,98;2,96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDEX.ST;11;127479;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=127479&marketid=11
LEX.ST;LEXINGTON COMPANY;19.5;65.2;149;60.0;181;57.6;282;60.9;204;32;46,9;2,99;-0,24;96,49;6,02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEX.ST;11;106153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106153&marketid=11
CI-B.ST;CELL IMPACT B;11.6;53.3;211;41.9;199;56.7;999;50.6;469;33;46,9;6,4;-0,84;65,72;8,56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CI-B.ST;N/A;N/A;N/A
KAN.ST;KANCERA;2.095;58.8;137;58.3;172;56.1;213;57.7;174;33;46,9;1,44;-0,35;76,27;5,68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAN.ST;11;80745;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80745&marketid=11
TCT.ST;TCT TECH SWEDEN;15.95;88.2;146;61.3;121;55.4;332;68.3;199;32;46,9;3,71;-0,77;242,81;6,73;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCT.ST;11;115953;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115953&marketid=11
BORG.ST;BJORN BORG;26.75;57.1;125;60.0;139;54.5;224;57.2;162;33;46,9;2,02;0;50,9;3,51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BORG.ST;11;40286;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40286&marketid=11
HLDX.ST;HALDEX;87.5;52.0;110;48.8;111;53.8;168;51.5;129;32;46,9;1,98;0;45,24;2,97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST;11;817;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=817&marketid=11
VRG-B.ST;VENUE B;1.33;47.4;99;45.2;98;49.2;167;47.3;121;32;46,9;2,54;-0,79;82,16;6,16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VRG-B.ST;11;946;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=946&marketid=11
OP.ST;OSCAR PROPERTIES;31.15;56.2;136;55.6;124;54.1;225;55.3;161;30;46,7;1,56;-0,55;177,85;5,11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;11;99753;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99753&marketid=11
PNVA.NGM;PAYNOVA;0.45;47.1;88;55.6;121;54.1;160;52.3;123;30;46,7;1,83;-0,67;144,22;5,59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNVA.NGM;N/A;N/A;N/A
SOSIL.NGM;SOTKAMO SILVER;3.705;47.1;105;42.9;79;50.8;290;46.9;158;30;46,7;4,54;-0,43;43,22;6,42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOSIL.NGM;N/A;N/A;N/A
MOMENT.ST;MOMENT GROUP;19.35;50.0;105;29.4;83;42.6;93;40.7;93;30;46,7;0,43;0;31,3;2,76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;11;32720;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32720&marketid=11
MSAB-B.ST;MICRO SYSTEMATION B;70.0;52.2;143;55.6;189;58.1;378;55.3;236;42;46,5;3,28;0;25,32;4,66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSAB-B.ST;11;85846;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85846&marketid=11
REZT.ST;REZIDOR HOTEL GROUP;22.0;61.1;117;54.1;112;60.3;139;58.5;122;29;46,4;0,81;0;67,53;3,07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REZT.ST;11;37352;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37352&marketid=11
NEXAM.ST;NEXAM CHEMICAL HOLDING;10.35;68.8;242;54.8;212;54.4;328;59.3;260;28;46,4;3,56;-0,28;32,42;5,74;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST;11;93656;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93656&marketid=11
SAS-PREF.ST;SAS PRF;;;;;;;;;;;;;;;;;11;99999;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99999&marketid=11
NUE.ST;NUEVOLUTION;17.24;64.3;158;48.1;145;53.4;313;55.3;205;29;46,4;4,42;0;25;5,08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;11;116423;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116423&marketid=11
MPI.ST;MEDICAL PROGNOSIS INSTITUTE;10.75;47.6;103;48.9;114;52.6;147;49.7;121;28;46,4;1,61;0;131,66;5,81;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MPI.ST;11;123713;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123713&marketid=11
GENO.ST;GENOVIS B;3.69;76.9;118;55.6;174;45.6;189;59.4;160;28;46,4;3,09;-1,26;15,77;4,67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GENO.ST;11;36315;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36315&marketid=11
MIPS.ST;MIPS;51.5;68.4;120;66.7;141;66.7;141;67.3;134;13;46,2;2,39;0,22;53,47;4,48;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;11;135088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135088&marketid=11
RTC.ST;RETHINKING CARE SWEDEN;2.15;58.3;104;53.6;134;53.6;134;55.2;124;14;46,2;3,22;-0,59;75,63;8,05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RTC.ST;11;131080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=131080&marketid=11
VICO.ST;VICORE PHARMA HOLDING;16.6;80.0;160;64.3;301;51.9;809;65.4;423;27;46,2;9,72;-1,06;97,44;10,44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICO.ST;11;116629;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116629&marketid=11
SCST.ST;SCANDI STANDARD;58.3;31.8;97;34.1;84;45.0;107;37.0;96;40;46,2;0,57;0;12,22;1,93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCST.ST;11;101634;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101634&marketid=11
ARCOMA.ST;ARCOMA;7.44;52.4;137;51.5;158;43.4;130;49.1;141;24;46,2;1,69;-0,12;35,83;5,42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCOMA.ST;11;103617;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103617&marketid=11
AVT-B.ST;AVTECH SWEDEN;3.12;76.5;136;67.6;251;51.9;202;65.3;196;38;45,9;1,69;-0,77;118,33;4,68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVT-B.ST;11;86868;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=86868&marketid=11
SEAM.ST;SEAMLESS DISTRIBUTION B;;;;;;;;;;;;;;;;;N/A;N/A;N/A
SVED-B.ST;SVEDBERGS I DALSTORP B;36.2;50.0;100;42.1;91;47.4;116;46.5;102;38;45,9;0,98;-0,22;27,63;2,25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVED-B.ST;11;935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=935&marketid=11
UFLX-B.ST;UNIFLEX B;23.8;60.0;113;42.3;118;46.0;140;49.4;123;25;45,8;1,4;-0,42;1,67;2,54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UFLX-B.ST;11;36986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36986&marketid=11
GCOR.ST;GAMING CORPS;0.482;80.0;248;53.5;194;59.2;524;64.2;322;35;45,7;4,15;0;367,52;10,02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GCOR.ST;11;110080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110080&marketid=11
ODD.ST;ODD MOLLY INTERNATIONAL;17.85;55.0;101;57.9;132;54.9;169;55.9;134;35;45,7;0,86;-0,45;190,82;3,66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ODD.ST;11;40936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40936&marketid=11
CLBIO.ST;CORLINE BIOMED;10.0;55.6;105;52.9;120;52.8;303;53.8;176;36;45,7;2,97;0;30,33;5,35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLBIO.ST;11;110074;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110074&marketid=11
HELIO.ST;HELIOSPECTRA;6.36;75.0;320;55.0;454;51.4;1165;60.5;646;36;45,7;6,72;0;39,3;8,4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HELIO.ST;11;101607;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101607&marketid=11
KDEV.ST;KAROLINSKA DEV;5.2;88.9;257;63.2;233;51.4;217;67.8;235;36;45,7;3,13;-0,09;74,24;4,92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KDEV.ST;11;81547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81547&marketid=11
VICP-PREF.ST;VICTORIA PARK PRF;317.0;36.8;92;40.0;97;40.8;107;39.2;98;35;45,7;0,43;-0,08;2,06;1,16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-PREF.ST;11;95710;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=95710&marketid=11
POLY.ST;POLYPLANK;0.1595;57.1;106;66.7;115;62.2;354;62.0;191;22;45,5;4,44;-1,67;653,29;10,56;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLY.ST;11;87179;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=87179&marketid=11
AXIC-A.ST;AXICHEM A;14.4;72.2;220;69.2;322;58.3;331;66.6;291;23;45,5;4,75;-1,43;45,14;8,79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXIC-A.ST;11;80256;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80256&marketid=11
BRIG-TO3.ST;BRIGHTER SUBSCR OPT;5.7;57.1;211;56.5;353;56.5;353;56.7;305;11;45,5;17,14;0,77;39,32;14,89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIG-TO3.ST;N/A;N/A;N/A
AERO.ST;SVENSKA AEROGEL HOLDING;5.4;60.0;169;54.5;131;56.5;146;57.0;148;23;45,5;3,11;-0,39;65,34;6,94;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AERO.ST;11;130818;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=130818&marketid=11
SES.ST;SCAND ENVIRO SYS;1.875;57.1;529;53.6;590;52.9;1288;54.5;802;34;45,5;9,51;0;60,38;9,54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SES.ST;11;101603;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101603&marketid=11
VIT-B.ST;VITEC SOFTWARE GROUP B;81.0;57.9;110;51.4;133;52.2;218;53.8;153;33;45,5;2,57;0;9,68;2,77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VIT-B.ST;11;5177;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5177&marketid=11
CBTT-B.ST;CHRISTIAN BERNER TECH TRADE;18.9;52.6;100;51.5;99;44.9;98;49.7;99;34;45,5;0,29;-0,45;15,65;3,12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CBTT-B.ST;11;103391;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103391&marketid=11
B3IT.ST;B3IT MANAGEMENT;83.8;42.1;94;43.9;99;44.4;112;43.5;101;31;45,2;0,69;-0,3;25,79;2,28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=B3IT.ST;11;123339;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123339&marketid=11
WISE.ST;WISE GROUP;53.8;31.2;111;34.2;111;42.7;142;36.0;121;41;45;1,04;-0,39;34,94;2,59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WISE.ST;11;40017;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40017&marketid=11
FRNT-B.NGM;FRONTOFFICE NORDIC B;3.15;70.0;102;52.5;95;57.6;270;60.0;155;29;44,8;3,59;-0,58;161,88;6,53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRNT-B.NGM;N/A;N/A;N/A
NICO.ST;NICOCCINO HOLD;11.5;40.0;354;48.3;332;50.8;323;46.4;336;29;44,8;11,72;-2,34;21,86;14,05;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;11;101773;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101773&marketid=11
MIDW-B.ST;MIDWAY HOLDING B;12.9;75.0;120;61.3;151;44.3;108;60.2;126;30;44,8;0,65;-1,04;120,31;3,84;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIDW-B.ST;11;835;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=835&marketid=11
ELN.ST;ELLEN;0.311;57.9;272;52.9;268;45.5;161;52.1;233;38;44,7;3,95;-1,29;49,01;8,69;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELN.ST;11;42472;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=42472&marketid=11
TOBIN.ST;TOBIN PROPERTIES;22.7;57.1;151;56.7;172;55.3;158;56.4;160;19;44,4;0;-0,43;268,04;5,08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN.ST;11;128463;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128463&marketid=11
ORGC.ST;ORGANOCLICK;6.16;42.1;91;54.1;94;52.1;126;49.4;103;36;44,4;1,15;0;29,19;3,3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORGC.ST;11;106253;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106253&marketid=11
MQ.ST;MQ HOLDING;17.18;50.0;111;50.0;105;55.7;123;51.9;113;35;44,1;0,18;0;100;2,61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;11;76085;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76085&marketid=11
KOPY.ST;KOPY GOLDFIELDS;1.355;58.8;94;45.9;97;53.6;229;52.8;140;34;44,1;2,37;-1,34;37,69;4,91;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KOPY.ST;11;77457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=77457&marketid=11
ARCT.ST;ARCTIC GOLD;0.641;56.2;138;50.0;243;52.9;593;53.0;324;35;44,1;4,6;-0,92;95,85;7,57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCT.ST;11;67373;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=67373&marketid=11
ELOS-B.ST;ELOS MEDTECH;70.0;42.1;84;41.5;80;50.7;101;44.8;88;34;44,1;0,3;-0,21;47,96;2,94;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELOS-B.ST;11;947;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=947&marketid=11
AMAST-PREF.ST;AMASTEN HOLDING PREF SHS;291.0;47.6;92;48.7;93;46.4;106;47.6;97;34;44,1;0,48;0;7,49;1,02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMAST-PREF.ST;11;101778;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101778&marketid=11
